ID,Age,Overall,Potential,Value,Wage,Preferred Foot,International Reputation,Skill Moves,Position,Joined,Height,Weight,Release Clause
232363,23,85,92,46500,82,2,1,2,15,2017,6.17,176,88400
223848,23,85,90,50500,73,2,2,4,22,2015,6.25,168,89600
220834,22,85,92,54000,215,1,3,4,21,2015,6,168,121500
216594,24,85,89,50000,92,1,3,4,12,2013,5.67,165,98800
212831,25,85,90,36500,115,2,3,1,4,2018,6.25,201,72100
212622,23,85,88,40500,92,2,3,3,5,2015,5.75,154,69900
208421,23,85,90,50500,77,1,3,3,5,2013,6,170,107300
204485,27,85,85,40500,205,1,3,5,21,2018,5.83,148,74900
197445,26,85,87,38000,110,1,4,3,19,2010,5.92,168,65600
193747,26,85,86,45000,88,2,3,3,18,2011,5.75,163,95600
193301,27,85,86,45000,180,2,3,4,2,2017,5.75,161,88900
192774,27,85,87,37500,96,2,3,2,15,2014,6.17,183,66600
192366,30,85,85,28500,170,2,3,2,10,2015,6,179,52700
189513,29,85,85,37000,66,2,2,3,5,2011,6,163,77700
187961,29,85,85,37000,235,2,3,3,11,2016,6,157,4585.060806
186153,28,85,87,32000,125,2,3,1,4,2017,6.42,198,55200
184941,29,85,85,37500,215,2,4,4,21,2018,5.58,163,69400
184267,28,85,85,39000,28,2,3,4,18,2014,5.75,146,78000
183907,29,85,85,30000,115,2,4,2,8,2011,6.33,198,49500
181872,31,85,85,26000,205,2,4,3,12,2018,5.92,165,53300
181458,29,85,85,37500,110,2,3,4,18,2015,6.08,176,63800
180930,32,85,85,30500,115,2,3,2,2,2015,6.33,185,51900
179846,31,85,85,33000,160,2,3,2,5,2015,6.17,198,54500
179844,29,85,85,38500,100,2,4,2,14,2018,6.17,190,78900
178518,30,85,85,35500,105,2,3,3,12,2018,5.75,170,60400
171919,35,85,85,9000,38,2,3,2,10,2016,6.5,201,15300
170890,31,85,85,26000,145,1,3,2,18,2017,5.92,165,42900
168609,33,85,85,15500,96,2,3,2,10,2017,6.08,172,26400
165153,30,85,85,37000,240,2,4,4,2,2009,6.08,179,75900
164169,32,85,85,21500,81,1,3,3,19,2015,6,163,44100
139720,32,85,85,22000,170,2,4,2,10,2008,6.25,187,40700
120533,35,85,85,9000,57,2,4,2,8,2017,6.17,179,17100
41236,36,85,85,14000,15,2,5,5,7,2018,6.42,209,21000
220793,22,84,88,34000,105,2,2,2,8,2017,6.17,174,65500
216460,23,84,88,34000,63,2,2,2,8,2013,6.08,176,72300
212462,25,84,87,32000,22,1,3,3,19,2016,5.92,157,66400
212218,24,84,88,34000,135,1,2,2,15,2018,6.17,187,65500
212198,23,84,88,40500,22,2,2,4,9,2017,5.83,152,84000
212190,22,84,90,36500,84,2,2,2,10,2017,6.42,214,67500
211300,22,84,90,42500,165,2,3,4,3,2015,6,168,87100
211117,22,84,90,42500,115,2,3,4,9,2015,6.17,176,87100
209499,24,84,88,34000,120,2,3,3,13,2018,6.17,172,67200
207865,24,84,89,35500,90,2,3,2,11,2013,6,165,68300
207566,26,84,86,31500,38,2,3,3,13,2018,6.17,183,68500
205498,26,84,87,38000,155,2,2,3,22,2018,5.92,148,73200
204970,25,84,87,39000,72,1,2,4,16,2017,5.83,154,77000
204963,26,84,87,31500,185,2,3,3,23,2013,5.67,161,66900
202556,24,84,89,42000,93,2,3,5,2,2017,5.75,172,83000
200104,25,84,85,37000,125,2,3,4,18,2015,6,143,71200
199482,27,84,86,25000,72,1,2,1,4,2011,6,179,49400
198176,26,84,86,31500,88,2,3,2,10,2018,6.17,172,55900
198009,25,84,89,29500,105,2,2,1,4,2018,6.17,170,50900
193082,30,84,84,29500,150,2,3,5,24,2015,5.83,159,48700
192629,30,84,84,30000,45,1,2,3,2,2015,5.75,148,63000
192563,26,84,87,27000,115,2,3,1,4,2018,6.25,183,53300
191202,29,84,84,24000,165,1,3,3,13,2017,6.33,187,44400
190941,28,84,84,22000,74,2,2,1,4,2018,6.33,187,37400
190584,28,84,84,31000,51,2,2,4,20,2015,5.83,165,65100
188377,28,84,84,24500,165,2,3,2,23,2017,6,154,45300
186942,27,84,84,32000,175,2,3,4,22,2016,5.92,176,59200
185020,31,84,84,27500,105,2,3,3,16,2013,5.83,161,46800
183898,30,84,84,29500,125,1,4,5,16,2015,5.92,152,54600
181783,32,84,84,25000,160,2,3,3,2,2015,6.25,187,41300
180403,29,84,84,30500,175,2,3,4,21,2013,5.75,172,56400
178750,29,84,85,24000,42,2,2,1,4,2014,6.17,192,52200
178562,30,84,84,29000,31,2,3,4,13,2017,5.75,157,60900
177413,29,84,84,24000,77,2,3,4,9,2018,6.17,179,40800
177388,31,84,84,27500,75,2,3,4,12,2017,5.75,170,52300
176769,34,84,84,16500,25,2,3,3,2,2014,5.92,163,33000
172879,30,84,84,23000,140,2,3,2,8,2018,6.08,187,43700
167628,31,84,84,19000,41,2,3,1,4,2011,6.17,205,36100
167397,32,84,84,25000,115,2,3,3,7,2013,5.83,159,47500
163587,31,84,84,19000,78,2,2,1,4,2011,6.17,196,36100
157481,32,84,84,18000,88,2,3,2,8,2013,6.25,181,30600
143076,30,84,84,30000,53,2,3,4,14,2014,5.42,150,51000
137186,37,84,84,4200,95,2,3,2,10,2011,6.17,192,6900
20775,34,84,84,15500,80,2,3,5,16,2015,5.75,148,29500
9014,34,84,84,15500,110,1,4,4,16,2009,5.92,176,25600
231443,21,83,92,40000,155,1,3,4,21,2017,5.83,148,90000
230666,21,83,92,41000,130,2,2,4,2,2016,5.75,161,84100
230481,26,83,83,28000,51,2,1,4,21,2018,5.83,165,50400
230375,26,83,83,22500,43,2,1,2,15,2018,6.08,176,40500
230294,26,83,83,28500,60,2,1,4,2,2018,6.17,183,54200
225850,22,83,89,30500,82,1,2,3,15,2015,6.17,176,62500
220971,23,83,88,34000,120,2,2,4,22,2018,5.67,141,67200
219683,23,83,88,34000,85,2,2,3,22,2017,5.92,179,58700
213565,22,83,89,35500,64,1,3,4,18,2018,5.58,137,79900
213345,22,83,87,34000,85,2,2,5,18,2015,5.83,157,58700
213331,22,83,88,29500,67,2,2,2,10,2015,6.42,214,52400
212523,24,83,90,36500,18,1,2,4,12,2016,6.25,176,4585.060806
212188,22,83,87,34500,70,2,3,3,21,2016,5.92,165,61200
210008,23,83,87,33000,91,1,2,3,22,2012,6.33,176,63500
209658,23,83,88,34000,85,2,3,3,22,2018,6.17,174,58700
208808,26,83,84,30500,28,2,2,5,16,2018,5.75,159,66300
208670,25,83,86,32500,28,1,3,4,24,2016,5.92,143,47900
208618,27,83,83,27000,205,2,2,4,21,2015,5.67,154,55400
208418,24,83,86,33000,20,2,3,4,18,2018,5.92,161,73400
208093,26,83,85,32000,53,1,1,4,14,2018,5.92,170,69600
207863,29,83,83,20000,22,2,3,2,8,2016,6.25,190,40000
207410,24,83,89,35000,165,2,3,4,9,2016,5.75,172,4585.060806
206585,23,83,91,28500,84,2,1,1,4,2018,6.08,187,58400
206545,26,83,84,30000,49,2,2,4,5,2011,5.83,165,65300
206113,22,83,88,34500,85,2,2,4,2,2017,5.75,165,59500
204935,24,83,88,25000,78,1,1,1,4,2017,6.08,170,49400
204639,27,83,86,26000,67,2,2,2,10,2015,6.17,174,55300
203574,24,83,87,28500,125,2,2,3,8,2016,6.17,154,54900
202651,24,83,86,33000,115,1,3,4,21,2015,5.75,154,58600
202166,24,83,86,32500,91,2,3,4,22,2017,6.17,170,62600
201995,25,83,85,31500,110,2,3,4,18,2018,5.75,154,62200
200949,25,83,84,31000,115,2,3,4,16,2018,5.75,154,59700
200888,26,83,86,27000,21,2,3,3,13,2015,6.17,183,56000
200724,28,83,85,24500,180,2,2,2,10,2010,5.92,168,52100
200316,25,83,87,24000,25,1,2,1,4,2011,6.33,198,37800
199914,27,83,83,26500,87,2,2,4,5,2015,5.75,163,45100
199845,30,83,83,19000,64,1,2,3,10,2018,6.33,194,32300
199564,26,83,86,26500,170,2,3,4,23,2013,5.83,150,56300
198329,27,83,84,30500,57,1,2,4,2,2014,6,170,66300
197965,28,83,83,25500,22,2,3,3,9,2013,5.83,159,51000
195365,27,83,83,26500,74,2,2,3,9,2017,5.83,148,45100
194404,28,83,84,21000,41,2,2,1,4,2017,6.25,185,45700
193698,28,83,84,21000,42,2,2,1,4,2014,6.17,181,37300
193474,28,83,83,21000,125,2,2,3,20,2016,5.75,146,39900
192883,29,83,83,25500,145,2,3,4,16,2018,5.83,165,48500
192638,27,83,84,24000,130,1,2,3,19,2016,6.17,192,46200
192593,33,83,83,13000,70,2,3,1,4,2012,6.25,185,24700
190547,30,83,83,19000,86,2,3,2,8,2016,6.25,176,36100
189712,28,83,83,21000,66,1,3,3,13,2018,6.08,176,39900
189068,29,83,83,26000,26,2,3,2,2,2016,6.42,196,52000
188152,26,83,84,30500,29,2,3,4,9,2017,5.83,146,69400
186627,27,83,83,27500,55,2,4,4,14,2016,6.17,194,52300
185221,30,83,83,19000,63,1,3,3,15,2017,6.17,172,36100
184942,28,83,83,26000,64,2,2,4,12,2018,5.67,150,44200
179944,31,83,83,17500,130,2,4,3,15,2016,6.17,190,32400
179783,29,83,84,20000,38,2,2,1,4,2011,6.5,216,35500
178088,30,83,83,24500,160,1,3,4,16,2014,5.58,139,45300
178086,31,83,83,15500,55,1,2,1,4,2018,6.25,203,31800
178005,30,83,83,16500,74,1,3,1,4,2018,6.25,185,31400
177683,29,83,84,20000,35,2,3,1,4,2014,6,174,35500
177610,29,83,83,20000,94,2,3,2,13,2012,6.33,190,33000
177457,29,83,83,20000,82,2,3,2,23,2009,6.08,179,34000
176266,31,83,83,17500,64,2,3,3,11,2017,5.83,172,29800
163705,33,83,83,13000,51,2,3,1,4,2017,6.08,181,24700
162895,31,83,83,22000,140,2,4,3,22,2014,5.83,170,40700
162240,30,83,83,24000,120,1,3,4,22,2012,6.08,181,44400
156616,35,83,83,11500,72,2,4,5,18,2007,5.58,159,19000
104389,33,83,83,13000,33,2,2,1,4,2014,6.25,181,22100
53302,34,83,83,8000,80,2,3,2,20,2002,6,183,13600
24630,35,83,83,6000,56,2,3,1,4,2018,6.17,203,10200
236583,26,82,85,19500,30,2,1,1,4,2017,6.42,179,34600
235243,18,82,91,27000,11,2,2,2,8,2016,6.17,196,43200
231866,22,82,87,29000,59,2,1,4,22,2018,6.25,181,61600
230658,21,82,90,32500,125,2,1,4,9,2018,5.58,161,73100
230621,19,82,93,29000,23,2,3,1,4,2015,6.42,198,55100
230258,30,82,82,16500,46,2,1,2,5,2018,5.75,154,31400
230225,34,82,82,6500,39,2,1,2,8,2018,5.92,181,12400
230168,30,82,82,14000,32,2,1,1,4,2018,6.25,187,25200
227055,23,82,87,29500,59,2,3,5,16,2018,5.67,159,62700
224411,21,82,86,29000,36,2,1,4,18,2018,5.83,150,63100
223959,22,82,87,25000,98,2,2,3,9,2018,5.5,141,49400
222737,21,82,89,31500,140,1,2,4,21,2018,5.67,163,70900
221087,23,82,87,21500,21,1,1,1,4,2018,6.17,170,46800
220814,22,82,88,25500,53,1,1,3,19,2015,6,168,57400
220440,23,82,88,26000,135,1,1,2,15,2018,6.08,179,58500
216354,27,82,83,26000,54,2,2,4,9,2015,5.83,161,46200
216267,24,82,87,24500,98,1,1,3,19,2017,5.83,141,48400
216194,28,82,83,20000,33,2,2,3,5,2018,5.92,176,43500
212404,24,82,87,29500,110,1,2,5,16,2017,6.08,170,50900
212194,22,82,88,30500,68,2,2,4,18,2014,6.08,185,58000
211320,23,82,86,24500,95,2,2,2,10,2015,6.25,185,42300
210617,23,82,86,29000,94,1,2,4,16,2018,6,148,51500
210514,24,82,88,25500,95,2,2,4,23,2018,6,163,47200
210413,23,82,89,26500,84,1,2,2,15,2015,6.17,172,50400
209989,25,82,88,25500,59,2,1,3,13,2015,6.08,170,57400
209297,25,82,84,26500,140,1,1,4,22,2018,5.58,141,51000
208830,31,82,82,20000,96,2,3,3,2,2012,5.83,163,38000
208596,24,82,87,30000,58,2,3,3,14,2015,5.92,159,53300
208448,26,82,83,26000,67,2,2,4,18,2015,5.83,163,46200
207494,25,82,83,26500,140,2,2,4,12,2010,5.75,137,51000
207471,29,82,82,21500,27,1,2,4,9,2016,6.08,181,45200
205678,28,82,82,22500,40,2,2,4,16,2011,5.67,139,42800
205452,25,82,84,22500,110,2,2,2,10,2017,6.25,187,43300
203551,27,82,83,20500,73,2,3,4,23,2010,5.67,148,36400
203263,25,82,85,23500,77,2,1,2,15,2017,6.33,220,46400
202371,26,82,83,21000,87,2,2,3,16,2016,6.25,198,40400
201956,27,82,82,18500,41,2,2,3,10,2018,6.42,187,31500
201455,25,82,85,27500,46,1,2,4,22,2018,6.17,176,59800
201400,25,82,87,29500,165,1,2,4,12,2013,5.75,157,62700
201305,27,82,83,21000,44,2,2,2,15,2017,6.17,174,45700
201153,25,82,85,28500,135,2,3,3,2,2017,6.17,187,54900
199987,29,82,84,18000,135,2,3,1,4,2016,6.08,183,38300
199451,27,82,82,23500,28,2,2,4,7,2016,5.58,150,49400
198951,27,82,83,26000,33,2,2,3,2,2018,6,161,59200
198950,26,82,83,26000,26,1,2,4,5,2016,5.75,154,56600
198717,25,82,85,28500,78,2,2,5,14,2015,5.92,146,56300
198706,25,82,85,28500,67,2,2,4,25,2016,6,163,50600
198164,28,82,82,22500,31,2,2,4,6,2018,5.58,141,49500
198141,27,82,83,21000,32,2,3,3,10,2018,6,161,45700
197655,27,82,83,21000,19,2,3,2,8,2017,6.42,203,43600
195093,26,82,83,26500,44,2,2,4,2,2016,6.17,205,57600
193525,27,82,82,18500,1,2,2,3,23,2012,6.17,176,40700
193469,29,82,83,19500,43,1,2,2,15,2015,6.08,172,42400
193283,26,82,83,21500,61,1,2,3,9,2018,6,174,38200
192984,26,82,85,19500,46,1,2,1,4,2015,6.5,190,34600
192318,26,82,85,27000,67,2,4,4,22,2016,5.75,165,47900
192227,26,82,84,22500,115,2,3,2,8,2016,6,181,44400
191180,29,82,82,21500,84,2,3,4,12,2018,6.17,172,36600
189505,30,82,82,21000,140,2,3,4,21,2015,5.58,143,38900
189125,28,82,82,22000,115,2,3,4,22,2014,5.92,165,37400
189117,27,82,85,18500,50,2,3,1,4,2015,6.17,187,32800
188803,30,82,82,21000,1,2,2,4,18,2013,5.67,141,44100
187936,29,82,82,17000,77,2,2,2,13,2018,6.42,165,28900
187754,30,82,82,21000,1,1,2,5,16,2014,5.75,152,44100
186561,27,82,83,25000,130,2,3,3,12,2008,6,168,49400
186345,27,82,82,18500,99,2,2,3,23,2015,5.83,159,34200
185103,32,82,82,12500,73,1,2,3,19,2017,6.17,183,21300
184484,28,82,82,22500,125,2,3,3,12,2017,6.08,181,42800
184431,31,82,82,20000,15,2,2,4,25,2015,5.33,134,30000
184200,29,82,82,22000,120,2,3,4,14,2017,6.33,183,41800
184144,30,82,82,21000,22,1,3,4,12,2018,5.67,146,45200
183711,28,82,82,18000,125,2,2,3,5,2011,6,176,34200
183574,30,82,82,21500,45,1,2,4,2,2016,5.92,168,36600
183498,33,82,82,9000,59,2,2,3,20,2014,6,165,15300
183376,29,82,82,17000,18,2,2,2,13,2013,6,176,34000
183280,32,82,82,12500,57,2,3,2,8,2017,6.25,198,23800
181786,32,82,82,12500,1,2,3,3,15,2012,6.33,185,26300
181291,27,82,82,23000,130,2,3,4,12,2016,5.75,152,43700
179847,31,82,82,15000,73,2,3,2,15,2017,6.42,187,25500
178509,31,82,82,20000,140,1,3,3,2,2018,6.33,203,37000
173521,31,82,82,15000,73,1,3,2,10,2018,6.17,170,25500
171897,31,82,82,19000,35,1,3,4,22,2017,5.58,148,39900
170481,31,82,82,15000,44,2,3,2,8,2016,6.17,198,31500
168530,32,82,82,12500,17,2,2,2,15,2011,6.33,192,25000
168435,31,82,82,13500,45,2,3,1,4,2017,6.33,176,23000
168354,32,82,82,12500,15,1,2,1,4,2018,6.42,198,25000
165229,32,82,82,12500,115,2,3,2,10,2010,6.08,165,23800
163489,31,82,82,13500,52,2,2,1,4,2014,6.17,181,23000
158963,32,82,82,12500,98,2,3,3,13,2017,5.83,139,21300
146530,35,82,82,4800,62,2,4,4,23,2017,5.67,150,8900
113422,36,82,82,8000,12,2,3,4,2,2014,5.75,152,12000
106231,37,82,82,8000,29,2,3,3,2,2012,6,172,16800
48940,36,82,82,3000,60,1,4,1,4,2015,6.42,198,5700
5479,37,82,82,1500,10,1,4,1,4,2015,6.08,185,3000
231677,20,81,89,27000,110,2,2,4,3,2014,6.08,154,55400
230271,30,81,81,17000,40,1,1,4,12,2018,5.58,139,32300
229906,20,81,89,26500,54,1,1,4,18,2017,5.83,174,50400
229237,22,81,87,21000,49,2,2,2,15,2018,6.17,187,39900
228702,21,81,89,26000,19,2,1,4,11,2015,5.92,154,41600
227928,24,81,86,20000,125,2,2,4,23,2017,5.83,148,42500
226456,22,81,86,24000,36,2,1,4,12,2017,5.83,148,52200
226271,22,81,89,26000,64,1,1,4,18,2018,6.17,154,49400
225508,24,81,87,21000,105,2,2,2,10,2016,6.08,170,43100
222509,21,81,88,25000,120,2,1,4,9,2017,5.83,154,56300
221992,22,81,86,24000,22,2,3,4,14,2017,5.75,154,35400
216475,30,81,81,17000,33,2,1,4,14,2011,5.92,154,35700
216451,26,81,82,20500,73,2,2,3,11,2018,5.58,161,40500
216409,24,81,84,22500,57,1,2,4,16,2016,5.58,148,4585.060806
216352,25,81,84,18500,64,2,2,3,11,2016,5.92,150,32800
216201,24,81,87,24500,31,2,2,4,3,2012,6.08,174,56400
214997,23,81,87,24500,54,2,1,4,16,2014,5.58,150,55100
213661,22,81,88,21500,91,2,2,2,15,2013,6.17,179,44100
212814,25,81,84,22500,71,2,3,4,12,2016,5.83,161,39900
212151,23,81,86,17000,36,2,1,1,4,2012,6.33,172,30200
210864,24,81,86,20000,58,2,2,3,23,2015,6,154,35500
210406,24,81,88,24500,64,2,3,4,5,2016,5.92,165,46600
210243,24,81,85,19000,64,2,3,3,23,2018,5.75,154,37500
210035,22,81,87,20500,14,1,3,3,19,2016,5.58,152,45100
209889,24,81,86,24000,54,1,3,4,18,2016,5.58,157,42600
208135,25,81,85,19500,60,2,2,3,20,2016,6,168,38500
207877,25,81,84,22500,14,2,1,3,14,2017,5.58,152,35400
207664,31,81,81,16000,45,2,3,3,14,2018,5.92,170,33600
206467,25,81,83,22000,40,2,2,4,3,2018,5.92,174,39100
205923,25,81,84,18500,87,1,2,3,19,2014,6,168,35600
205362,25,81,84,18500,36,1,2,2,15,2015,6.17,183,32800
205175,24,81,88,25500,71,1,3,4,25,2016,6.08,172,48500
204923,24,81,84,22500,54,2,2,3,18,2014,5.83,170,39900
204884,23,81,86,20000,105,1,2,3,19,2017,6.08,187,38500
204024,27,81,82,17000,35,2,2,3,13,2016,6.25,168,30200
203890,26,81,84,18000,57,2,2,3,23,2016,5.92,168,4585.060806
203486,25,81,83,21500,40,2,2,4,21,2015,5.75,152,38200
202857,28,81,81,18000,76,2,3,4,16,2011,6,179,30600
202685,27,81,82,21000,48,1,2,4,7,2016,6.08,185,4585.060806
201454,27,81,82,16500,68,1,2,3,19,2014,6,176,29300
200726,27,81,84,15000,27,1,2,1,4,2017,6.08,172,31100
200647,30,81,81,17000,41,1,3,4,12,2017,6.25,174,28900
200610,25,81,83,22000,76,1,2,3,2,2016,5.83,187,39100
200454,24,81,85,23500,59,2,2,3,2,2018,5.75,159,41700
199715,28,81,81,18000,65,2,2,3,18,2017,6.08,174,36900
199503,25,81,84,22000,115,1,3,3,11,2016,6.08,181,43500
199434,29,81,81,17500,26,1,3,4,17,2018,5.92,168,24500
199042,29,81,81,17000,76,2,2,3,11,2015,5.58,154,28900
196889,25,81,81,19500,77,1,2,4,21,2018,5.58,134,33200
195086,28,81,82,16000,115,2,2,2,8,2014,6.17,185,31600
193532,30,81,81,13000,56,2,3,3,8,2017,5.58,143,24700
193348,26,81,81,19000,130,1,3,5,12,2018,5.58,159,36100
193165,25,81,83,21500,18,2,3,5,16,2015,5.67,137,44600
193105,25,81,85,16500,61,2,2,1,4,2010,6.42,207,31800
192641,26,81,82,17500,42,2,2,2,10,2016,6.33,187,31100
191740,28,81,81,17500,140,2,3,3,22,2014,6,154,32400
190972,27,81,81,18500,19,2,2,4,21,2012,5.67,170,37000
190813,25,81,82,21000,77,2,3,5,18,2016,5.83,159,37300
189881,28,81,82,16000,130,2,3,2,8,2010,6.33,179,30800
189362,31,81,81,15500,25,1,4,4,5,2017,5.92,187,34100
189358,29,81,81,17500,65,2,3,4,12,2014,5.75,150,29800
188988,25,81,85,23000,90,2,2,4,12,2016,5.5,130,45400
187491,28,81,81,18500,1,2,1,4,2,2018,6.17,176,38900
187072,29,81,81,18000,43,2,2,4,25,2015,5.92,176,30600
185239,28,81,82,16000,59,2,3,2,10,2017,6.08,183,28400
183900,29,81,81,17500,84,2,3,4,3,2016,5.83,154,29800
182494,32,81,81,10000,52,2,3,1,4,2011,6.25,163,19000
179784,30,81,81,13000,1,2,3,2,8,2018,6.17,170,27300
179645,29,81,81,14000,23,2,3,2,8,2017,6.17,185,29400
177458,29,81,81,14000,69,2,2,2,15,2017,6.08,176,23800
177326,33,81,81,11000,86,2,3,3,18,2017,5.5,139,20900
175379,31,81,81,15500,32,2,2,4,16,2016,6,161,32600
173909,31,81,81,15000,65,2,3,4,22,2018,6.08,190,25500
173771,33,81,81,7000,57,2,3,2,23,2010,6,174,11900
173221,31,81,81,15500,74,2,3,4,16,2016,5.92,154,26400
172522,29,81,81,17000,46,2,2,4,23,2018,5.92,163,35700
170368,26,81,82,21000,105,1,2,4,16,2013,6,176,40400
169595,27,81,81,14500,92,1,3,3,19,2007,5.75,168,26800
169416,29,81,81,17500,15,1,3,4,21,2018,5.83,170,26300
169195,30,81,81,16500,28,2,2,3,9,2016,6.08,190,36300
167905,32,81,81,10000,120,2,2,3,16,2009,5.92,183,18500
164835,33,81,81,9000,70,2,2,1,4,2018,6.25,183,17100
162347,31,81,81,15000,85,2,3,3,5,2018,5.58,134,28500
161956,33,81,81,11000,74,2,3,4,12,2017,5.75,161,18700
159261,35,81,81,8000,39,2,2,4,7,2016,5.92,174,13600
159145,32,81,81,14000,56,2,3,4,2,2018,6,170,23800
157960,32,81,81,14000,1,2,2,4,18,2014,5.75,165,29400
156519,28,81,81,17500,20,2,3,3,22,2013,6,159,35000
144622,33,81,81,11000,41,2,2,4,25,2013,5.75,152,18700
139068,31,81,81,15500,19,2,3,5,18,2018,5.83,150,31000
138412,32,81,81,13500,120,2,2,3,22,2015,5.75,154,25700
